"","variable","n","mean","variance","clinic_name"
"784","resultpositiveXstd_ct_result",113,-0.56501183391317,2.18850643547622,"hosp of the university"
"785","resultpositiveXstd_age",113,0.260829994323887,1.21186162749871,"hosp of the university"
"786","ct_resultXgendermale",113,19.8248672566372,471.874518062579,"hosp of the university"
"787","ct_resultXage",113,2034.18205309735,1549922.30311882,"hosp of the university"
"788","ct_resultXdrive_thru_ind_factor1",113,0,0,"hosp of the university"
"789","ct_resultXstd_ct_result",113,-7.31211633334644,1504.88636264579,"hosp of the university"
"790","ct_resultXstd_age",113,86.8790812340174,5504.1181863771,"hosp of the university"
"791","gendermaleXage",113,24.141592920354,966.783343868521,"hosp of the university"
"792","gendermaleXdrive_thru_ind_factor1",113,0,0,"hosp of the university"
"793","gendermaleXstd_ct_result",113,-0.215242079024162,1.48145437970316,"hosp of the university"
"794","gendermaleXstd_age",113,1.06166893493339,2.39696677493575,"hosp of the university"
"795","ageXdrive_thru_ind_factor1",113,0,0,"hosp of the university"
"796","ageXstd_ct_result",113,-16.0495843288743,8012.79704675492,"hosp of the university"
"797","ageXstd_age",113,145.872606363941,17972.3460124166,"hosp of the university"
"798","drive_thru_ind_factor1Xstd_ct_result",113,0,0,"hosp of the university"
"799","drive_thru_ind_factor1Xstd_age",113,0,0,"hosp of the university"
"800","std_ct_resultXstd_age",113,-0.631989626630209,19.9507551031765,"hosp of the university"
"801","resultpositive",208,0.0144230769230769,0.014283723522854,"inpatient ward a"
"802","ct_result",208,44.8474038461538,0.963046367521367,"inpatient ward a"
"803","gendermale",208,0.528846153846154,0.250371609067261,"inpatient ward a"
"804","age",208,1.37259615384615,10.5060569955407,"inpatient ward a"
"805","drive_thru_ind_factor1",208,0.00480769230769231,0.00480769230769231,"inpatient ward a"
"806","std_ct_result",208,0.184351495710875,0.0598997388520156,"inpatient ward a"
"807","std_age",208,-0.777683406608769,0.0387152211378889,"inpatient ward a"
"808","log_ct_result",208,3.80300266224254,0.000555454457588333,"inpatient ward a"
"809","log_age",208,-Inf,0,"inpatient ward a"
"810","ct_result_sq",208,2012.24804807692,6709.92652456965,"inpatient ward a"
"811","age_sq",208,12.3395673076923,2855.39358966695,"inpatient ward a"
"812","resultpositiveXct_result",208,0.553942307692308,21.0804249628391,"inpatient ward a"
"813","resultpositiveXgendermale",208,0.00480769230769231,0.00480769230769231,"inpatient ward a"
"814","resultpositiveXage",208,0.0221153846153846,0.0776727982162765,"inpatient ward a"
"815","resultpositiveXdrive_thru_ind_factor1",208,0,0,"inpatient ward a"
"816","resultpositiveXstd_ct_result",208,-0.0205087544493196,0.0295586546148634,"inpatient ward a"
"817","resultpositiveXstd_age",208,-0.0110758548178257,0.00858573201516205,"inpatient ward a"
"818","ct_resultXgendermale",208,23.7604807692308,505.694587207358,"inpatient ward a"
"819","ct_resultXage",208,61.5819423076923,21247.1338237648,"inpatient ward a"
"820","ct_resultXdrive_thru_ind_factor1",208,0.216346153846154,9.73557692307692,"inpatient ward a"
"821","ct_resultXstd_ct_result",208,8.50671083846513,92.8331218175741,"inpatient ward a"
"822","ct_resultXstd_age",208,-34.8755903951993,78.7520742178941,"inpatient ward a"
"823","gendermaleXage",208,0.778846153846154,7.08544407283538,"inpatient ward a"
"824","gendermaleXdrive_thru_ind_factor1",208,0.00480769230769231,0.00480769230769231,"inpatient ward a"
"825","gendermaleXstd_ct_result",208,0.108243463313348,0.0286965789132277,"inpatient ward a"
"826","gendermaleXstd_age",208,-0.408060334195553,0.17317383215459,"inpatient ward a"
"827","ageXdrive_thru_ind_factor1",208,0.00961538461538462,0.0192307692307692,"inpatient ward a"
"828","ageXstd_ct_result",208,0.259167375629656,0.77549472428256,"inpatient ward a"
"829","ageXstd_age",208,-0.432746333455734,1.1079917252072,"inpatient ward a"
"830","drive_thru_ind_factor1Xstd_ct_result",208,0.00106927073052199,0.000237814698191416,"inpatient ward a"
"831","drive_thru_ind_factor1Xstd_age",208,-0.00355575557800571,0.00262982672794789,"inpatient ward a"
"832","std_ct_resultXstd_age",208,-0.142995149176727,0.0382734789981721,"inpatient ward a"
"833","resultpositive",99,0.151515151515152,0.12987012987013,"inpatient ward b"
"834","ct_result",99,43.4035353535354,19.343759822717,"inpatient ward b"
"835","gendermale",99,0.393939393939394,0.241187384044527,"inpatient ward b"
"836","age",99,5.1,26.8683673469388,"inpatient ward b"
"837","drive_thru_ind_factor1",99,0.131313131313131,0.11523397237683,"inpatient ward b"
"838","std_ct_result",99,-0.175743018534787,1.20314680670986,"inpatient ward b"
"839","std_age",99,-0.551413162768221,0.0990109594772127,"inpatient ward b"
"840","log_ct_result",99,3.7635748773019,0.0167108452812827,"inpatient ward b"
"841","log_age",99,-Inf,0,"inpatient ward b"
"842","ct_result_sq",99,1903.01524949495,102033.104965863,"inpatient ward b"
"843","age_sq",99,52.6069696969697,9163.96156827458,"inpatient ward b"
"844","resultpositiveXct_result",99,5.22171717171717,159.174928653886,"inpatient ward b"
"845","resultpositiveXgendermale",99,0.0707070707070707,0.0663780663780664,"inpatient ward b"
"846","resultpositiveXage",99,0.361616161616162,1.37055246340961,"inpatient ward b"
"847","resultpositiveXdrive_thru_ind_factor1",99,0.0202020202020202,0.0199958771387343,"inpatient ward b"
"848","resultpositiveXstd_ct_result",99,-0.364453101400244,1.05776718009865,"inpatient ward b"
"849","resultpositiveXstd_age",99,-0.108503749642296,0.0689263851143899,"inpatient ward b"
"850","ct_resultXgendermale",99,16.950303030303,457.134082560297,"inpatient ward b"
"851","ct_resultXage",99,226.238696969697,54803.5261742134,"inpatient ward b"
"852","ct_resultXdrive_thru_ind_factor1",99,5.70414141414141,219.25854695939,"inpatient ward b"
"853","ct_resultXstd_ct_result",99,-2.85234864980031,1028.67365020852,"inpatient ward b"
"854","ct_resultXstd_age",99,-23.6370022002319,190.106526071498,"inpatient ward b"
"855","gendermaleXage",99,2.2010101010101,20.1139785611214,"inpatient ward b"
"856","gendermaleXdrive_thru_ind_factor1",99,0.0909090909090909,0.0834879406307978,"inpatient ward b"
"857","gendermaleXstd_ct_result",99,-0.106157463230969,0.677065755443709,"inpatient ward b"
"858","gendermaleXstd_age",99,-0.205573005627226,0.112055176427515,"inpatient ward b"
"859","ageXdrive_thru_ind_factor1",99,0.919191919191919,8.05462791177077,"inpatient ward b"
"860","ageXstd_ct_result",99,0.320927617626549,9.45389261385866,"inpatient ward b"
"861","ageXstd_age",99,-1.19765097598324,4.80705963711106,"inpatient ward b"
"862","drive_thru_ind_factor1Xstd_ct_result",99,-0.0219083796465186,0.116151477284691,"inpatient ward b"
"863","drive_thru_ind_factor1Xstd_age",99,-0.0572623190693133,0.0307871858960065,"inpatient ward b"
"864","std_ct_resultXstd_age",99,0.170797582433009,0.7119815542691,"inpatient ward b"
"865","resultpositive",61,0.0491803278688525,0.0475409836065574,"inpatient ward c"
"866","ct_result",61,44.3667213114754,4.56947573770492,"inpatient ward c"
"867","gendermale",61,0.442622950819672,0.250819672131148,"inpatient ward c"
"868","age",61,6.87868852459016,71.2167049180328,"inpatient ward c"
"869","drive_thru_ind_factor1",61,0.0655737704918033,0.0622950819672131,"inpatient ward c"
"870","std_ct_result",61,0.0644713648566446,0.284213110199051,"inpatient ward c"
"871","std_age",61,-0.443438737997831,0.262436276595844,"inpatient ward c"
"872","log_ct_result",61,3.79122157886159,0.00271693280394305,"inpatient ward c"
"873","log_age",61,-Inf,0,"inpatient ward c"
"874","ct_result_sq",61,1972.90052622951,30923.94998254,"inpatient ward c"
"875","age_sq",61,117.365573770492,59045.241145082,"inpatient ward c"
"876","resultpositiveXct_result",61,1.83622950819672,66.2758538797814,"inpatient ward c"
"877","resultpositiveXgendermale",61,0,0,"inpatient ward c"
"878","resultpositiveXage",61,0.0655737704918033,0.0956284153005464,"inpatient ward c"
"879","resultpositiveXdrive_thru_ind_factor1",61,0,0,"inpatient ward c"
"880","resultpositiveXstd_ct_result",61,-0.0830554253512863,0.135740687667905,"inpatient ward c"
"881","resultpositiveXstd_age",61,-0.0383639428080813,0.0289698364093861,"inpatient ward c"
"882","ct_resultXgendermale",61,19.9180327868852,507.909836065574,"inpatient ward c"
"883","ct_resultXage",61,308.787213114754,144604.33129377,"inpatient ward c"
"884","ct_resultXdrive_thru_ind_factor1",61,2.95081967213115,126.147540983607,"inpatient ward c"
"885","ct_resultXstd_ct_result",61,3.98130833912289,413.799502437156,"inpatient ward c"
"886","ct_resultXstd_age",61,-19.455243610913,518.46829622216,"inpatient ward c"
"887","gendermaleXage",61,3.04098360655738,37.8664590163934,"inpatient ward c"
"888","gendermaleXdrive_thru_ind_factor1",61,0,0,"inpatient ward c"
"889","gendermaleXstd_ct_result",61,0.0984430233215003,0.0124069097626945,"inpatient ward c"
"890","gendermaleXstd_age",61,-0.196499664966987,0.145344534877376,"inpatient ward c"
"891","ageXdrive_thru_ind_factor1",61,0.695081967213115,11.3448087431694,"inpatient ward c"
"892","ageXstd_ct_result",61,1.34189042506678,4.43700512851808,"inpatient ward c"
"893","ageXstd_age",61,1.20202686511504,77.967543708924,"inpatient ward c"
"894","drive_thru_ind_factor1Xstd_ct_result",61,0.0145841516031852,0.0030814547123032,"inpatient ward c"
"895","drive_thru_ind_factor1Xstd_age",61,-0.0142648084308445,0.0189607046874752,"inpatient ward c"
"896","std_ct_resultXstd_age",61,0.0259485635774203,0.17075161458644,"inpatient ward c"
"897","resultpositive",51,0,0,"inpatient ward d"
"898","ct_result",51,45,0,"inpatient ward d"
"899","gendermale",51,0.568627450980392,0.250196078431373,"inpatient ward d"
"900","age",51,6.19803921568627,57.7281960784314,"inpatient ward d"
"901","drive_thru_ind_factor1",51,0.0588235294117647,0.0564705882352941,"inpatient ward d"
"902","std_ct_result",51,0.222408311948575,0,"inpatient ward d"
"903","std_age",51,-0.484757224390042,0.212730606545968,"inpatient ward d"
"904","log_ct_result",51,3.80666248977032,0,"inpatient ward d"
"905","log_age",51,-Inf,0,"inpatient ward d"
"906","ct_result_sq",51,2025,0,"inpatient ward d"
"907","age_sq",51,95.0119607843137,31259.4431200784,"inpatient ward d"
"908","resultpositiveXct_result",51,0,0,"inpatient ward d"
"909","resultpositiveXgendermale",51,0,0,"inpatient ward d"
"910","resultpositiveXage",51,0,0,"inpatient ward d"
"911","resultpositiveXdrive_thru_ind_factor1",51,0,0,"inpatient ward d"
"912","resultpositiveXstd_ct_result",51,0,0,"inpatient ward d"
"913","resultpositiveXstd_age",51,0,0,"inpatient ward d"
"914","ct_resultXgendermale",51,25.5882352941176,506.647058823529,"inpatient ward d"
"915","ct_resultXage",51,278.911764705882,116899.597058824,"inpatient ward d"
"916","ct_resultXdrive_thru_ind_factor1",51,2.64705882352941,114.352941176471,"inpatient ward d"
"917","ct_resultXstd_ct_result",51,10.0083740376859,0,"inpatient ward d"
"918","ct_resultXstd_age",51,-21.8140750975519,430.779478255585,"inpatient ward d"
"919","gendermaleXage",51,3.72352941176471,49.4602352941176,"inpatient ward d"
"920","gendermaleXdrive_thru_ind_factor1",51,0.0588235294117647,0.0564705882352941,"inpatient ward d"
"921","gendermaleXstd_ct_result",51,0.12646747150017,0.0123760634152132,"inpatient ward d"
"922","gendermaleXstd_age",51,-0.263556707398296,0.196477662981014,"inpatient ward d"
"923","ageXdrive_thru_ind_factor1",51,0.390196078431373,6.36090196078431,"inpatient ward d"
"924","ageXstd_ct_result",51,1.37849543935185,2.85555161372562,"inpatient ward d"
"925","ageXstd_age",51,0.431104892149845,26.0686315484721,"inpatient ward d"
"926","drive_thru_ind_factor1Xstd_ct_result",51,0.0130828418793279,0.00279334346675658,"inpatient ward d"
"927","drive_thru_ind_factor1Xstd_age",51,-0.0269607591742088,0.0261464222949757,"inpatient ward d"
"928","std_ct_resultXstd_age",51,-0.107814035981466,0.0105228167182957,"inpatient ward d"
"929","resultpositive",66,0.0303030303030303,0.0298368298368298,"inpatient ward e"
"930","ct_result",66,44.73,2.39251692307692,"inpatient ward e"
"931","gendermale",66,0.484848484848485,0.253613053613054,"inpatient ward e"
"932","age",66,6.12727272727273,49.8186293706294,"inpatient ward e"
"933","drive_thru_ind_factor1",66,0.106060606060606,0.0962703962703963,"inpatient ward e"
"934","std_ct_result",66,0.155071487754837,0.148810216957862,"inpatient ward e"
"935","std_age",66,-0.489053069769285,0.183583551249446,"inpatient ward e"
"936","log_ct_result",66,3.79996721593054,0.00147482389775029,"inpatient ward e"
"937","log_age",66,-Inf,0,"inpatient ward e"
"938","ct_result_sq",66,2003.12916666667,15666.2955529813,"inpatient ward e"
"939","age_sq",66,86.6072727272727,26268.4938109091,"inpatient ward e"
"940","resultpositiveXct_result",66,1.09363636363636,38.8859434965035,"inpatient ward e"
"941","resultpositiveXgendermale",66,0.0303030303030303,0.0298368298368298,"inpatient ward e"
"942","resultpositiveXage",66,0.0909090909090909,0.299300699300699,"inpatient ward e"
"943","resultpositiveXdrive_thru_ind_factor1",66,0.0151515151515152,0.0151515151515152,"inpatient ward e"
"944","resultpositiveXstd_ct_result",66,-0.0605971783771142,0.120794378875294,"inpatient ward e"
"945","resultpositiveXstd_age",66,-0.0205725043914087,0.0138650381409763,"inpatient ward e"
"946","ct_resultXgendermale",66,21.5481818181818,503.248181258741,"inpatient ward e"
"947","ct_resultXage",66,274.943939393939,101110.373282704,"inpatient ward e"
"948","ct_resultXdrive_thru_ind_factor1",66,4.62439393939394,184.282043473193,"inpatient ward e"
"949","ct_resultXstd_ct_result",66,7.52399029278089,201.715690576164,"inpatient ward e"
"950","ct_resultXstd_age",66,-21.8224683384155,369.508225358313,"inpatient ward e"
"951","gendermaleXage",66,3.39090909090909,46.1876083916084,"inpatient ward e"
"952","gendermaleXdrive_thru_ind_factor1",66,0.0454545454545455,0.0440559440559441,"inpatient ward e"
"953","gendermaleXstd_ct_result",66,0.0404975088722379,0.145687820777964,"inpatient ward e"
"954","gendermaleXstd_age",66,-0.211614054255696,0.172802002315359,"inpatient ward e"
"955","ageXdrive_thru_ind_factor1",66,0.893939393939394,11.5424242424242,"inpatient ward e"
"956","ageXstd_ct_result",66,1.16739646207771,4.03415991721041,"inpatient ward e"
"957","ageXstd_age",66,-0.0181672380453819,20.4741483811701,"inpatient ward e"
"958","drive_thru_ind_factor1Xstd_ct_result",66,-0.0134049270075132,0.0801487844304173,"inpatient ward e"
"959","drive_thru_ind_factor1Xstd_age",66,-0.0370526807982556,0.0290814479071625,"inpatient ward e"
"960","std_ct_resultXstd_age",66,-0.0626512745765679,0.0764781215985758,"inpatient ward e"
"961","resultpositive",29,0.0689655172413793,0.0665024630541872,"inpatient ward f"
"962","ct_result",29,44.3144827586207,8.18908275862069,"inpatient ward f"
"963","gendermale",29,0.482758620689655,0.258620689655172,"inpatient ward f"
"964","age",29,19.6896551724138,9.00738916256158,"inpatient ward f"
"965","drive_thru_ind_factor1",29,0.137931034482759,0.123152709359606,"inpatient ward f"
"966","std_ct_result",29,0.0514432972651129,0.509346107541431,"inpatient ward f"
"967","std_age",29,0.334244782994205,0.0331925729559254,"inpatient ward f"
"968","log_ct_result",29,3.78880704258448,0.00579078109974615,"inpatient ward f"
"969","log_age",29,2.97093426983804,0.0171780345178829,"inpatient ward f"
"970","ct_result_sq",29,1971.68008275862,47708.7943701986,"inpatient ward f"
"971","age_sq",29,396.379310344828,19883.3866995074,"inpatient ward f"
"972","resultpositiveXct_result",29,2.41793103448276,83.3634669950739,"inpatient ward f"
"973","resultpositiveXgendermale",29,0.0344827586206897,0.0344827586206897,"inpatient ward f"
"974","resultpositiveXage",29,1.27586206896552,22.7783251231527,"inpatient ward f"
"975","resultpositiveXdrive_thru_ind_factor1",29,0.0344827586206897,0.0344827586206897,"inpatient ward f"
"976","resultpositiveXstd_ct_result",29,-0.155626510411146,0.439303604526751,"inpatient ward f"
"977","resultpositiveXstd_age",29,0.0180708511978165,0.00463175218425953,"inpatient ward f"
"978","ct_resultXgendermale",29,21.5455172413793,516.020082758621,"inpatient ward f"
"979","ct_resultXage",29,873.188275862069,22291.0785576355,"inpatient ward f"
"980","ct_resultXdrive_thru_ind_factor1",29,6.02827586206897,235.956043349754,"inpatient ward f"
"981","ct_resultXstd_ct_result",29,4.25157980557704,531.486648404204,"inpatient ward f"
"982","ct_resultXstd_age",29,14.8514270602857,68.8629210930198,"inpatient ward f"
"983","gendermaleXage",29,9.93103448275862,116.923645320197,"inpatient ward f"
"984","gendermaleXdrive_thru_ind_factor1",29,0.0689655172413793,0.0665024630541872,"inpatient ward f"
"985","gendermaleXstd_ct_result",29,0.0628223077703769,0.0597266222934268,"inpatient ward f"
"986","gendermaleXstd_age",29,0.187200473693414,0.0664507129799264,"inpatient ward f"
"987","ageXdrive_thru_ind_factor1",29,2.48275862068966,39.9014778325123,"inpatient ward f"
"988","ageXstd_ct_result",29,1.17535491289613,183.799163322434,"inpatient ward f"
"989","ageXstd_age",29,7.10909891387499,35.8187064364802,"inpatient ward f"
"990","drive_thru_ind_factor1Xstd_ct_result",29,-0.0138702135912006,0.0459487277966139,"inpatient ward f"
"991","drive_thru_ind_factor1Xstd_age",29,0.0319551840984814,0.00661001784202397,"inpatient ward f"
"992","std_ct_resultXstd_age",29,0.0270563528804397,0.0447606106000052,"inpatient ward f"
"993","resultpositive",54,0,0,"inpatient ward g"
"994","ct_result",54,45,0,"inpatient ward g"
"995","gendermale",54,0.555555555555556,0.251572327044025,"inpatient ward g"
"996","age",54,2.86296296296296,10.7276589797345,"inpatient ward g"
"997","drive_thru_ind_factor1",54,0,0,"inpatient ward g"
"998","std_ct_result",54,0.222408311948575,0,"inpatient ward g"
"999","std_age",54,-0.687211411829162,0.0395318329101549,"inpatient ward g"
"1000","log_ct_result",54,3.80666248977032,0,"inpatient ward g"
"1001","log_age",54,0.523624323736198,1.097268209554,"inpatient ward g"
"1002","ct_result_sq",54,2025,0,"inpatient ward g"
"1003","age_sq",54,18.7255555555556,2289.9772327044,"inpatient ward g"
"1004","resultpositiveXct_result",54,0,0,"inpatient ward g"
"1005","resultpositiveXgendermale",54,0,0,"inpatient ward g"
"1006","resultpositiveXage",54,0,0,"inpatient ward g"
"1007","resultpositiveXdrive_thru_ind_factor1",54,0,0,"inpatient ward g"
"1008","resultpositiveXstd_ct_result",54,0,0,"inpatient ward g"
"1009","resultpositiveXstd_age",54,0,0,"inpatient ward g"
"1010","ct_resultXgendermale",54,25,509.433962264151,"inpatient ward g"
"1011","ct_resultXage",54,128.833333333333,21723.5094339623,"inpatient ward g"
"1012","ct_resultXdrive_thru_ind_factor1",54,0,0,"inpatient ward g"
"1013","ct_resultXstd_ct_result",54,10.0083740376859,0,"inpatient ward g"
"1014","ct_resultXstd_age",54,-30.9245135323123,80.0519616430636,"inpatient ward g"
"1015","gendermaleXage",54,2.23333333333333,12.6052830188679,"inpatient ward g"
"1016","gendermaleXdrive_thru_ind_factor1",54,0,0,"inpatient ward g"
"1017","gendermaleXstd_ct_result",54,0.123560173304764,0.0124441401820917,"inpatient ward g"
"1018","gendermaleXstd_age",54,-0.342763355167564,0.127232150233106,"inpatient ward g"
"1019","ageXdrive_thru_ind_factor1",54,0,0,"inpatient ward g"
"1020","ageXstd_ct_result",54,0.636746759763882,0.530648556373724,"inpatient ward g"
"1021","ageXstd_age",54,-1.32830306137803,1.47638159899648,"inpatient ward g"
"1022","drive_thru_ind_factor1Xstd_ct_result",54,0,0,"inpatient ward g"
"1023","drive_thru_ind_factor1Xstd_age",54,0,0,"inpatient ward g"
"1024","std_ct_resultXstd_age",54,-0.152841530056721,0.00195546018979625,"inpatient ward g"
"1025","resultpositive",106,0,0,"inpatient ward h"
"1026","ct_result",106,45,0,"inpatient ward h"
"1027","gendermale",106,0.443396226415094,0.249146451033243,"inpatient ward h"
"1028","age",106,3.01037735849057,19.0068436657682,"inpatient ward h"
"1029","drive_thru_ind_factor1",106,0.0377358490566038,0.0366576819407008,"inpatient ward h"
"1030","std_ct_result",106,0.222408311948575,0,"inpatient ward h"
"1031","std_age",106,-0.678262692399134,0.0700409445680555,"inpatient ward h"
"1032","log_ct_result",106,3.80666248977032,0,"inpatient ward h"
"1033","log_age",106,-Inf,0,"inpatient ward h"
"1034","ct_result_sq",106,2025,0,"inpatient ward h"
"1035","age_sq",106,27.8899056603774,4311.73638951482,"inpatient ward h"
"1036","resultpositiveXct_result",106,0,0,"inpatient ward h"
"1037","resultpositiveXgendermale",106,0,0,"inpatient ward h"
"1038","resultpositiveXage",106,0,0,"inpatient ward h"
"1039","resultpositiveXdrive_thru_ind_factor1",106,0,0,"inpatient ward h"
"1040","resultpositiveXstd_ct_result",106,0,0,"inpatient ward h"
"1041","resultpositiveXstd_age",106,0,0,"inpatient ward h"
"1042","ct_resultXgendermale",106,19.9528301886792,504.521563342318,"inpatient ward h"
"1043","ct_resultXage",106,135.466981132075,38488.8584231806,"inpatient ward h"
"1044","ct_resultXdrive_thru_ind_factor1",106,1.69811320754717,74.2318059299191,"inpatient ward h"
"1045","ct_resultXstd_ct_result",106,10.0083740376859,0,"inpatient ward h"
"1046","ct_resultXstd_age",106,-30.521821157961,141.832912750312,"inpatient ward h"
"1047","gendermaleXage",106,1.73867924528302,15.8862039532794,"inpatient ward h"
"1048","gendermaleXdrive_thru_ind_factor1",106,0.0377358490566038,0.0366576819407008,"inpatient ward h"
"1049","gendermaleXstd_ct_result",106,0.0986150062413492,0.0123241431160501,"inpatient ward h"
"1050","gendermaleXstd_age",106,-0.276221215077437,0.141114685261211,"inpatient ward h"
"1051","ageXdrive_thru_ind_factor1",106,0.245283018867925,2.03450134770889,"inpatient ward h"
"1052","ageXstd_ct_result",106,0.669532946630096,0.940182212308786,"inpatient ward h"
"1053","ageXstd_age",106,-0.898910337314186,1.60437395021905,"inpatient ward h"
"1054","drive_thru_ind_factor1Xstd_ct_result",106,0.00839276648862546,0.00181328899796193,"inpatient ward h"
"1055","drive_thru_ind_factor1Xstd_age",106,-0.0176010128806054,0.00976490096217215,"inpatient ward h"
"1056","std_ct_resultXstd_age",106,-0.150851260474187,0.00346460734744671,"inpatient ward h"
"1057","resultpositive",148,0,0,"inpatient ward i"
"1058","ct_result",148,45,0,"inpatient ward i"
"1059","gendermale",148,0.547297297297297,0.249448428019857,"inpatient ward i"
"1060","age",148,5.32094594594595,33.6896943371943,"inpatient ward i"
"1061","drive_thru_ind_factor1",148,0.0405405405405405,0.039161610590182,"inpatient ward i"
"1062","std_ct_result",148,0.222408311948575,0,"inpatient ward i"
"1063","std_age",148,-0.538000746210151,0.12414780986682,"inpatient ward i"
"1064","log_ct_result",148,3.80666248977032,0,"inpatient ward i"
"1065","log_age",148,-Inf,0,"inpatient ward i"
"1066","ct_result_sq",148,2025,0,"inpatient ward i"
"1067","age_sq",148,61.774527027027,11762.0792943326,"inpatient ward i"
"1068","resultpositiveXct_result",148,0,0,"inpatient ward i"
"1069","resultpositiveXgendermale",148,0,0,"inpatient ward i"
"1070","resultpositiveXage",148,0,0,"inpatient ward i"
"1071","resultpositiveXdrive_thru_ind_factor1",148,0,0,"inpatient ward i"
"1072","resultpositiveXstd_ct_result",148,0,0,"inpatient ward i"
"1073","resultpositiveXstd_age",148,0,0,"inpatient ward i"
"1074","ct_resultXgendermale",148,24.6283783783784,505.13306674021,"inpatient ward i"
"1075","ct_resultXage",148,239.442567567568,68221.6310328185,"inpatient ward i"
"1076","ct_resultXdrive_thru_ind_factor1",148,1.82432432432432,79.3022614451186,"inpatient ward i"
"1077","ct_resultXstd_ct_result",148,10.0083740376859,0,"inpatient ward i"
"1078","ct_resultXstd_age",148,-24.2100335794568,251.399314980311,"inpatient ward i"
"1079","gendermaleXage",148,2.44594594594595,18.692704541276,"inpatient ward i"
"1080","gendermaleXdrive_thru_ind_factor1",148,0.027027027027027,0.0264754550468836,"inpatient ward i"
"1081","gendermaleXstd_ct_result",148,0.121723468025909,0.012339080545764,"inpatient ward i"
"1082","gendermaleXstd_age",148,-0.322746398084462,0.137270949745424,"inpatient ward i"
"1083","ageXdrive_thru_ind_factor1",148,0.209459459459459,2.54766501195073,"inpatient ward i"
"1084","ageXstd_ct_result",148,1.18342260580745,1.66647613411987,"inpatient ward i"
"1085","ageXstd_age",148,-0.831374678998432,4.68904955788046,"inpatient ward i"
"1086","drive_thru_ind_factor1Xstd_ct_result",148,0.00901655318710438,0.00193714697346433,"inpatient ward i"
"1087","drive_thru_ind_factor1Xstd_age",148,-0.0221905214222017,0.0172691137818862,"inpatient ward i"
"1088","std_ct_resultXstd_age",148,-0.119655837791673,0.00614102817839745,"inpatient ward i"
"1089","resultpositive",125,0.008,0.008,"inpatient ward j"
"1090","ct_result",125,44.93936,0.4596512,"inpatient ward j"
"1091","gendermale",125,0.568,0.247354838709677,"inpatient ward j"
"1092","age",125,5.9304,49.788584516129,"inpatient ward j"
"1093","drive_thru_ind_factor1",125,0.104,0.0939354838709677,"inpatient ward j"
"1094","std_ct_result",125,0.207284960025952,0.0285894716719387,"inpatient ward j"
"1095","std_age",125,-0.501004133255878,0.183472834813533,"inpatient ward j"
"1096","log_ct_result",125,3.80518683241892,0.000272195577340766,"inpatient ward j"
"1097","log_age",125,1.01047869395371,1.91268599690046,"inpatient ward j"
"1098","ct_result_sq",125,2020.0020512,3122.43652592768,"inpatient ward j"
"1099","age_sq",125,84.55992,34397.7591572516,"inpatient ward j"
"1100","resultpositiveXct_result",125,0.29936,11.2020512,"inpatient ward j"
"1101","resultpositiveXgendermale",125,0,0,"inpatient ward j"
"1102","resultpositiveXage",125,0.144,2.592,"inpatient ward j"
"1103","resultpositiveXdrive_thru_ind_factor1",125,0,0,"inpatient ward j"
"1104","resultpositiveXstd_ct_result",125,-0.0133440854270346,0.0222580769854995,"inpatient ward j"
"1105","resultpositiveXstd_age",125,0.00185340067771192,0.000429386759017877,"inpatient ward j"
"1106","ct_resultXgendermale",125,25.56,500.893548387097,"inpatient ward j"
"1107","ct_resultXage",125,265.77648,99775.5698262194,"inpatient ward j"
"1108","ct_resultXdrive_thru_ind_factor1",125,4.68,190.21935483871,"inpatient ward j"
"1109","ct_resultXstd_ct_result",125,9.42897136870474,41.9634316028057,"inpatient ward j"
"1110","ct_resultXstd_age",125,-22.5592347736516,370.623298375513,"inpatient ward j"
"1111","gendermaleXage",125,3.2064,38.3018941935484,"inpatient ward j"
"1112","gendermaleXdrive_thru_ind_factor1",125,0.032,0.0312258064516129,"inpatient ward j"
"1113","gendermaleXstd_ct_result",125,0.12632792118679,0.0122355201932971,"inpatient ward j"
"1114","gendermaleXstd_age",125,-0.294408558512777,0.178551484262641,"inpatient ward j"
"1115","ageXdrive_thru_ind_factor1",125,0.624,8.31716129032258,"inpatient ward j"
"1116","ageXstd_ct_result",125,1.04674991857261,10.2525324513661,"inpatient ward j"
"1117","ageXstd_age",125,0.027057843969467,38.0270381150356,"inpatient ward j"
"1118","drive_thru_ind_factor1Xstd_ct_result",125,0.0231304644426518,0.00464656165921767,"inpatient ward j"
"1119","drive_thru_ind_factor1Xstd_age",125,-0.0516650262950008,0.0413697350743957,"inpatient ward j"
"1120","std_ct_resultXstd_age",125,-0.114931187394532,0.00945896674067606,"inpatient ward j"
"1121","resultpositive",106,0.0566037735849057,0.0539083557951483,"inpatient ward k"
"1122","ct_result",106,44.3672641509434,3.88563530098832,"inpatient ward k"
"1123","gendermale",106,0.490566037735849,0.252291105121294,"inpatient ward k"
"1124","age",106,5.12452830188679,31.0957735849057,"inpatient ward k"
"1125","drive_thru_ind_factor1",106,0.113207547169811,0.101347708894879,"inpatient ward k"
"1126","std_ct_result",106,0.0646067466559825,0.241679474273298,"inpatient ward k"
"1127","std_age",106,-0.549924184090838,0.114589112861689,"inpatient ward k"
"1128","log_ct_result",106,3.79143461281851,0.00225115766056323,"inpatient ward k"
"1129","log_age",106,1.10133581806431,1.10206158484872,"inpatient ward k"
