"","resultpositive","ct_result","gendermale","age","drive_thru_ind_factor1","std_ct_result","std_age","log_ct_result","log_age","ct_result_sq","age_sq","resultpositiveXct_result","resultpositiveXgendermale","resultpositiveXage","resultpositiveXdrive_thru_ind_factor1","resultpositiveXstd_ct_result","resultpositiveXstd_age","ct_resultXgendermale","ct_resultXage","ct_resultXdrive_thru_ind_factor1","ct_resultXstd_ct_result","ct_resultXstd_age","gendermaleXage","gendermaleXdrive_thru_ind_factor1","gendermaleXstd_ct_result","gendermaleXstd_age","ageXdrive_thru_ind_factor1","ageXstd_ct_result","ageXstd_age","drive_thru_ind_factor1Xstd_ct_result","drive_thru_ind_factor1Xstd_age","std_ct_resultXstd_age","clinic_name"
"resultpositiveXage.35",0.107816711590297,-0.689496855345912,0.0391734052111411,-0.242803234501348,-0.0129380053908356,-0.171957513076158,-0.0147392526657886,-0.0165839316876212,-0.0202445231220245,-57.4567655166217,-5.26436657681941,4.13329559748428,0.0909254267744834,0.329919137466307,0,-0.155200570579332,-0.0728032748245786,1.18605570530099,-13.0452920035939,-0.582210242587601,-6.74472884820337,-0.198247067119285,0.0475831087151842,-0.00539083557951483,-0.135125831214221,-0.0308400348517412,-0.062533692722372,-0.582507353869279,-0.110515733390871,-0.0028775199389573,0.00734362523148948,0.11269565674008,"inpatient ward k"
"resultpositiveXdrive_thru_ind_factor1.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward k"
"resultpositiveXstd_ct_result.35",-0.0781109525630928,0.503826598551065,-0.0147073882982088,0.259724809435817,0.00937331430757114,0.125652159595414,0.0157664686704454,0.0121282176170314,0.0533993101841097,41.9520691471329,4.23301820211679,-2.99018566492966,-0.0522006455284934,-0.155200570579332,0,0.113512105227536,0.0578326383167825,-0.332217097371676,12.6714746536809,0.421799143840701,4.92037139233458,0.335417906634531,0.0630189016656021,0.00390554762815464,0.078933593960157,0.0164886842567805,0.0453043524865938,0.303134914224416,0.0333386494127496,0.00208470301251032,-0.005320302888459,-0.0897856292632552,"inpatient ward k"
"resultpositiveXstd_age.35",-0.0398704668585006,0.256737970775504,-0.00628621066484967,0.138988645127777,0.00478445602302008,0.0640293318591372,0.0084372383358944,0.0061794888574724,0.0302217869009029,21.3802954512414,2.19275705411218,-1.52672383045883,-0.02542403475693,-0.0728032748245786,0,0.0578326383167825,0.0299092312858411,-0.122571443420716,6.71371104662424,0.215300521035903,2.50793330284846,0.186499592745909,0.0398042466826206,0.00199352334292503,0.0385820206844286,0.0078287638014726,0.0231248707779304,0.145440200864447,0.0134401702477707,0.00106410278767209,-0.00271566218348382,-0.0463007742263554,"inpatient ward k"
"ct_resultXgendermale.35",0.225980233602875,-5.80953412398922,11.0924636118598,-3.05130062893082,-0.322134770889488,-1.4488725109429,-0.185227725740372,-0.139811659792657,-1.33320188794255,-483.840814800719,-118.071334770889,8.63549520215633,0.636812219227314,1.18605570530099,0,-0.332217097371676,-0.122571443420716,490.60902490566,-155.848663180593,-14.496064690027,-56.7606178482227,-4.45867271322056,55.9030893081761,1.11577717879605,0.334265044701015,-6.15710990079569,4.800158131177,-5.3024635215934,-4.54027441748663,-0.0716454506134719,0.568751304779714,0.925604723643091,"inpatient ward k"
"ct_resultXage.35",-8.71726504941599,92.8893251123091,-4.98804312668464,1402.03875974843,-1.33948247978437,23.1661931650463,85.1100833545372,2.23632360025349,235.919302719781,7733.68032753971,26212.7393603774,-333.694240871518,-5.08116082659479,-13.0452920035939,0,12.6714746536809,6.71371104662424,-155.848663180593,63242.023151204,-60.2767115902965,906.926860332556,3759.09807855044,565.130430008985,5.7990251572327,16.0024703621003,38.6007048521571,59.3829775381851,349.303992655245,384.067585840299,-0.297912037213532,4.75811757666238,1.25809383616986,"inpatient ward k"
"ct_resultXdrive_thru_ind_factor1.35",-0.291105121293801,3.25407008086253,-0.380053908355795,-1.49757412398922,4.56064690026954,0.811550907219045,-0.0909095113356144,0.0783147957521564,0.698087811779457,271.012594609164,-107.467924528302,-11.1488409703504,-0.194070080862534,-0.582210242587601,0,0.421799143840701,0.215300521035903,-14.496064690027,-60.2767115902965,205.229110512129,31.7933022883678,-6.46084304654943,4.28409703504043,1.90026954177898,0.565487981296739,0.587292801995822,22.0431266846361,1.4411586091192,-5.23436767772199,1.01432577848245,-2.58862789410004,-0.611265520449974,"inpatient ward k"
"ct_resultXstd_ct_result.35",-3.38832499637696,37.9546141705495,-1.93706989368761,18.3214740241508,0.706517828630395,9.46571548793866,1.11219620037699,0.913535338467658,3.44487856891078,3160.71736322714,312.788664022071,-129.723774350274,-2.2638176326662,-6.74472884820337,0,4.92037139233458,2.50793330284846,-56.7606178482227,906.926860332556,31.7933022883678,370.753370687834,22.3753977050428,2.66618295788973,0.294382428595998,7.15268446047197,1.82967851474283,3.41483617171358,24.6401450017685,3.21278168335973,0.157135437627259,-0.401020249728945,-6.6542715764013,"inpatient ward k"
"ct_resultXstd_age.35",-0.230583806456107,2.29324540878741,-0.132090078959864,83.4940804067836,-0.143574289923321,0.571925418239312,5.0684676822393,0.0552285883834862,14.01712778776,190.869430196507,1563.66009303134,-8.82571630172406,-0.108949706581995,-0.198247067119285,0,0.335417906634531,0.186499592745909,-4.45867271322056,3759.09807855044,-6.46084304654943,22.3753977050428,226.219728362177,34.0695863591126,0.326084655089629,0.341069581409787,2.18190810243111,3.30388353546253,19.0347657466971,23.0323079260726,-0.031932115461061,0.324179001126449,0.663064902863586,"inpatient ward k"
"gendermaleXage.35",-0.0428751123090746,0.274542138364779,1.24301886792453,12.5790080862534,0.0952021563342318,0.0684696137216369,0.763602588940211,0.0066275124784644,2.33454801737908,22.8001379820305,215.941716442049,-1.63845804132974,0.00316262353998203,0.0475831087151842,0,0.0630189016656021,0.0398042466826206,55.9030893081761,565.130430008985,4.28409703504043,2.66618295788973,34.0695863591126,19.185423180593,0.25633423180593,0.268287589540859,0.0943948745530087,1.96966756513926,2.56700147460749,2.27803339461991,0.0211737508841608,0.0375980688757063,0.0968758190138326,"inpatient ward k"
"gendermaleXdrive_thru_ind_factor1.35",-0.00269541778975741,0.0301302785265049,0.0242587601078167,0.127403414195867,0.0422282120395328,0.0075143602520282,0.00773396250743347,0.000725136997705152,0.0388640658594391,2.50937587601078,0.587466307277628,-0.103230008984726,-0.00179694519317161,-0.00539083557951483,0,0.00390554762815464,0.00199352334292503,1.11577717879605,5.7990251572327,1.90026954177898,0.294382428595998,0.326084655089629,0.25633423180593,0.0453728661275831,0.0114140084920598,-0.00532629733618874,0.345372866127583,0.0447636481216166,-0.0740332709136441,0.00939190535631897,-0.0153930595552001,-0.00375255513454585,"inpatient ward k"
"gendermaleXstd_ct_result.35",-0.0543373198376067,0.73211160659189,-0.00888987414069364,0.315535624325656,0.012566399584372,0.182585446456567,0.0191544371373166,0.0176196691594943,0.0455590138352901,60.9722027606393,5.50196828072805,-2.08022247661652,-0.0546665744354101,-0.135125831214221,0,0.078933593960157,0.0385820206844286,0.334265044701015,16.0024703621003,0.565487981296739,7.15268446047197,0.341069581409787,0.268287589540859,0.0114140084920598,0.181156379929968,0.0239405047573655,0.0921571849171997,0.51992968869457,0.06231619174966,0.00279487171883144,-0.00522539059613323,-0.125645120010055,"inpatient ward k"
"gendermaleXstd_age.35",-0.0112669261527116,0.18737260882566,-0.141767345507025,0.847862062710718,0.0130509511554627,0.046729912663761,0.0514690555654875,0.00451058749704447,0.171308052883957,15.6011198850345,15.8440685980688,-0.430849391556589,-0.0165175685788977,-0.0308400348517412,0,0.0164886842567805,0.0078287638014726,-6.15710990079569,38.6007048521571,0.587292801995822,1.82967851474283,2.18190810243111,0.0943948745530087,-0.00532629733618874,0.0239405047573655,0.127792757248234,0.0330803005428037,0.300029484228825,0.231792019789044,0.00290264001580976,-0.00922882613052059,-0.0220215996826018,"inpatient ward k"
"ageXdrive_thru_ind_factor1.35",-0.031266846361186,0.349511230907457,0.100449236298293,1.30264150943396,0.48984725965858,0.0871665789235271,0.0790762214511802,0.00841158917337976,0.418571273468677,29.1087601617251,4.2888948787062,-1.19746810422282,-0.0208445642407907,-0.062533692722372,0,0.0453043524865938,0.0231248707779304,4.800158131177,59.3829775381851,22.0431266846361,3.41483617171358,3.30388353546253,1.96966756513926,0.345372866127583,0.0921571849171997,0.0330803005428037,3.83108715184187,0.480283909259764,-0.86122711924935,0.1089461021333,-0.189197234475369,-0.0458955621655446,"inpatient ward k"
"ageXstd_ct_result.35",-0.209988069038042,2.51980049145709,-0.167479520414304,7.59654636548725,0.0320257468693155,0.628427269246444,0.461144665136959,0.0606174219552487,1.19960583793509,209.94331119975,144.987982973408,-8.04672006377995,-0.167377481568468,-0.582507353869279,0,0.303134914224416,0.145440200864447,-5.3024635215934,349.303992655245,1.4411586091192,24.6401450017685,19.0347657466971,2.56700147460749,0.0447636481216166,0.51992968869457,0.300029484228825,0.480283909259764,3.54987847763625,2.26075178227933,0.00712279230009682,0.0015810356013428,-0.325586116925798,"inpatient ward k"
"ageXstd_age.35",-0.0234016601640587,0.327905561130052,-0.108599807650755,8.50187883707069,-0.116319281727155,0.0817782189702343,0.516102434017658,0.00788041265158845,0.801883853902288,27.345596232288,201.951568494191,-0.898527609651258,-0.026219842286498,-0.110515733390871,0,0.0333386494127496,0.0134401702477707,-4.54027441748663,384.067585840299,-5.23436767772199,3.21278168335973,23.0323079260726,2.27803339461991,-0.0740332709136441,0.06231619174966,0.231792019789044,-0.86122711924935,2.26075178227933,4.93920176875987,-0.0258703750960073,0.0478712468367048,0.0668262883670909,"inpatient ward k"
"drive_thru_ind_factor1Xstd_ct_result.35",-0.00143875996947865,0.0160829385254888,-0.00187838107126379,-0.0074016207318735,0.0225405728551655,0.00401101482966494,-0.000449311799027196,0.000387063589418545,0.00345023404021652,1.33945452630728,-0.53115021517681,-0.0551021088977498,-0.000959173312985767,-0.0028775199389573,0,0.00208470301251032,0.00106410278767209,-0.0716454506134719,-0.297912037213532,1.01432577848245,0.157135437627259,-0.031932115461061,0.0211737508841608,0.00939190535631897,0.00279487171883144,0.00290264001580976,0.1089461021333,0.00712279230009682,-0.0258703750960073,0.00501321075907123,-0.0127940524486619,-0.00302112294568102,"inpatient ward k"
"drive_thru_ind_factor1Xstd_age.35",0.00367181261574474,-0.0410447453563333,0.013369472601467,0.107730012384522,-0.0575250643133342,-0.0102363807486524,0.00653969818600249,-0.000987812422413622,0.0120523234404193,-3.41837841769648,2.31658969228563,0.140624303495331,0.00244787507716316,0.00734362523148948,0,-0.005320302888459,-0.00271566218348382,0.568751304779714,4.75811757666238,-2.58862789410004,-0.401020249728945,0.324179001126449,0.0375980688757063,-0.0153930595552001,-0.00522539059613323,-0.00922882613052059,-0.189197234475369,0.0015810356013428,0.0478712468367048,-0.0127940524486619,0.0380443100858251,0.00890956319627686,"inpatient ward k"
"std_ct_resultXstd_age.35",0.0617207053925507,-0.681403841883986,0.0324067348385316,0.0581205673982684,-0.0135836782322217,-0.169939150762516,0.00352818087337843,-0.0164031702514465,-0.00305442460563514,-56.7370912723633,1.92520204004556,2.36237707282621,0.0395937871502611,0.11269565674008,0,-0.0897856292632552,-0.0463007742263554,0.925604723643091,1.25809383616986,-0.611265520449974,-6.6542715764013,0.663064902863586,0.0968758190138326,-0.00375255513454585,-0.125645120010055,-0.0220215996826018,-0.0458955621655446,-0.325586116925798,0.0668262883670909,-0.00302112294568102,0.00890956319627686,0.126554113453836,"inpatient ward k"
"resultpositive.36",0.0994152046783626,-0.765994152046784,0.0701754385964912,-0.657894736842105,0,-0.19103560574002,-0.0399371811241438,-0.0187361534900015,-0.143445947417818,-62.8549599415205,-10.6657894736842,3.70769005847953,0.0994152046783626,0.0894736842105263,0,-0.168924837885484,-0.0801656500590692,2.39190058479532,-30.2946578947368,0,-7.24951449426493,-1.17949681688134,-0.0380116959064327,0,-0.175428004901524,-0.0627289686527342,0,-0.318253303026923,-0.081010139040814,0,0,0.145163426707879,"inpatient ward l"
"ct_result.36",-0.765994152046784,6.10598771929825,-0.540701754385965,5.06907894736842,0,1.52280674660558,0.307715980561528,0.149834447970113,1.10525102485429,499.51403354386,82.1799078947369,-28.363749122807,-0.765994152046784,-0.689394736842105,0,1.35244328028638,0.617676333705129,-18.2255912280702,233.603941578947,0,57.4083434873162,8.92352082022696,0.292880116959064,0,1.40255018214497,0.483326703469317,0,2.49793136376329,0.624183121309472,0,0,-1.15951032357261,"inpatient ward l"
"gendermale.36",0.0701754385964912,-0.540701754385965,0.245614035087719,-1.34152046783626,0,-0.134848662875308,-0.0814363497766985,-0.0132255201105893,-0.215818401855422,-44.3682070175439,-25.5763742690058,2.61719298245614,0.0701754385964912,0.0631578947368421,0,-0.119241062036812,-0.0565875176887547,10.5119298245614,-60.8550526315789,0,-5.11730434889289,-3.22862891615958,0.828070175438597,0,-0.0802220599405708,-0.161207606126765,0,-0.419729099283702,-0.397543975404813,0,0,0.0906260820295113,"inpatient ward l"
"age.36",-0.657894736842105,5.06907894736842,-1.34152046783626,53.0684210526316,0,1.26420621445602,3.22149277819794,0.123989251036775,9.20139766258964,415.951940789474,969.85350877193,-24.5361842105263,-0.657894736842105,-0.592105263157895,0,1.11788495659511,0.530507978332076,-55.2993421052632,2392.64111842105,0,47.9747282708708,140.879611045858,3.12573099415205,0,0.965840911760092,1.34480341293443,0,12.9406435371024,13.1822481058839,0,0,-0.302933883445853,"inpatient ward l"
"drive_thru_ind_factor1.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"std_ct_result.36",-0.19103560574002,1.52280674660558,-0.134848662875308,1.26420621445602,0,0.379781371026733,0.0767430254987971,0.0373680588189971,0.275644792409488,124.57662466314,20.4953111487609,-7.07379551169533,-0.19103560574002,-0.171932045166018,0,0.337293464432022,0.154045787745684,-4.5453830827833,58.2598057224658,0,14.3173908617004,2.22548723207697,0.0730430257241254,0,0.349789907548113,0.120539575035749,0,0.62297320403612,0.155668552238201,0,0,-0.289176825219382,"inpatient ward l"
"std_age.36",-0.0399371811241438,0.307715980561528,-0.0814363497766985,3.22149277819794,0,0.0767430254987971,0.195559157670978,0.00752670738767596,0.558566385270096,25.2501609573375,58.8744871704406,-1.48945717002494,-0.0399371811241438,-0.0359434630117294,0,0.0678606644609918,0.0322042296920462,-3.35691975938991,145.244119401412,0,2.91228262674973,8.55202850541681,0.189745984985377,0,0.0586309044137079,0.0816356393676684,0,0.785555493702444,0.800221981946694,0,0,-0.0183894545651623,"inpatient ward l"
"log_ct_result.36",-0.0187361534900015,0.149834447970113,-0.0132255201105893,0.123989251036775,0,0.0373680588189971,0.00752670738767596,0.00367788111717499,0.0270343484885857,12.254061120524,2.01011373780819,-0.693292459079956,-0.0187361534900015,-0.0168625381410014,0,0.0332009825488764,0.0151083119427443,-0.445313957006406,5.71436729982797,0,1.40787125879746,0.217879509928185,0.00716382339323588,0,0.034426593216559,0.011822131119174,0,0.0612074929599545,0.0152674674284044,0,0,-0.0284585587895317,"inpatient ward l"
"log_age.36",-0.143445947417818,1.10525102485429,-0.215818401855422,9.20139766258964,0,0.275644792409488,0.558566385270096,0.0270343484885857,1.72150246447199,90.693262744776,160.536663196552,-5.34981660894753,-0.143445947417818,-0.129101352676037,0,0.243741221388427,0.115670813738125,-8.6065770586397,415.057620738903,0,10.4603061303697,24.2442437173021,0.843209301568566,0,0.227644985965385,0.237007592050777,0,2.29454763487266,1.82283997672829,0,0,-0.0980424707104225,"inpatient ward l"
"ct_result_sq.36",-62.8549599415205,499.51403354386,-44.3682070175439,415.951940789474,0,124.57662466314,25.2501609573375,12.254061120524,90.693262744776,40874.8604624321,6743.41286407895,-2328.95916382456,-62.8549599415205,-56.5694639473684,0,110.597159124951,50.6844877446138,-1497.05528224561,19167.3999657158,0,4699.16015908847,733.463049352729,24.0327788011696,0,114.708766636183,39.6601991073368,0,204.630131199546,51.2184133276306,0,0,-94.8392721372123,"inpatient ward l"
"age_sq.36",-10.6657894736842,82.1799078947369,-25.5763742690058,969.85350877193,0,20.4953111487609,58.8744871704406,2.01011373780819,160.536663196552,6743.41286407895,18304.9066842105,-397.780618421053,-10.6657894736842,-9.59921052631579,0,18.12315091632,8.60059534471961,-1068.75693421053,43717.3698118421,0,777.766294727358,2583.08433553876,28.6881286549708,0,14.8069129218264,23.7629155300346,0,234.149261757252,276.140612772923,0,0,-3.43267233746463,"inpatient ward l"
"resultpositiveXct_result.36",3.70769005847953,-28.363749122807,2.61719298245614,-24.5361842105263,0,-7.07379551169533,-1.48945717002494,-0.693292459079956,-5.34981660894753,-2328.95916382456,-397.780618421053,138.482303508772,3.70769005847953,3.33692105263158,0,-6.24917442456038,-2.98977791895299,89.4099350877193,-1129.65566368421,0,-268.819808754606,-44.1538359394334,-1.41764619883041,0,-6.4917100384236,-2.33947688590372,0,-11.8234672724482,-3.02127313552716,0,0,5.37284387828193,"inpatient ward l"
"resultpositiveXgendermale.36",0.0994152046783626,-0.765994152046784,0.0701754385964912,-0.657894736842105,0,-0.19103560574002,-0.0399371811241438,-0.0187361534900015,-0.143445947417818,-62.8549599415205,-10.6657894736842,3.70769005847953,0.0994152046783626,0.0894736842105263,0,-0.168924837885484,-0.0801656500590692,2.39190058479532,-30.2946578947368,0,-7.24951449426493,-1.17949681688134,-0.0380116959064327,0,-0.175428004901524,-0.0627289686527342,0,-0.318253303026923,-0.081010139040814,0,0,0.145163426707879,"inpatient ward l"
"resultpositiveXage.36",0.0894736842105263,-0.689394736842105,0.0631578947368421,-0.592105263157895,0,-0.171932045166018,-0.0359434630117294,-0.0168625381410014,-0.129101352676037,-56.5694639473684,-9.59921052631579,3.33692105263158,0.0894736842105263,0.0805263157894737,0,-0.152032354096935,-0.0721490850531623,2.15271052631579,-27.2651921052632,0,-6.52456304483843,-1.06154713519321,-0.0342105263157895,0,-0.157885204411371,-0.0564560717874608,0,-0.28642797272423,-0.0729091251367326,0,0,0.130647084037091,"inpatient ward l"
"resultpositiveXdrive_thru_ind_factor1.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"resultpositiveXstd_ct_result.36",-0.168924837885484,1.35244328028638,-0.119241062036812,1.11788495659511,0,0.337293464432022,0.0678606644609918,0.0332009825488764,0.243741221388427,110.597159124951,18.12315091632,-6.24917442456038,-0.168924837885484,-0.152032354096935,0,0.299723176391725,0.136216280839786,-4.01340451137016,51.5220219990378,0,12.7050385805842,1.96315733608567,0.0645889086032731,0,0.310773261109459,0.106588131007419,0,0.552191024137844,0.137651223963415,0,0,-0.256891272528612,"inpatient ward l"
"resultpositiveXstd_age.36",-0.0801656500590692,0.617676333705129,-0.0565875176887547,0.530507978332076,0,0.154045787745684,0.0322042296920462,0.0151083119427443,0.115670813738125,50.6844877446138,8.60059534471961,-2.98977791895299,-0.0801656500590692,-0.0721490850531623,0,0.136216280839786,0.0646433457556605,-1.92876196228884,24.428767725278,0,5.84580642292718,0.951113357094716,0.0306515720814088,0,0.141460253459168,0.0505828918810836,0,0.256630592907204,0.0653243181321528,0,0,-0.117055741166441,"inpatient ward l"
"ct_resultXgendermale.36",2.39190058479532,-18.2255912280702,10.5119298245614,-55.2993421052632,0,-4.5453830827833,-3.35691975938991,-0.445313957006406,-8.6065770586397,-1497.05528224561,-1068.75693421053,89.4099350877193,2.39190058479532,2.15271052631579,0,-4.01340451137016,-1.92876196228884,454.811250877193,-2504.87342684211,0,-172.870352212864,-136.364780406954,37.5560380116959,0,-2.20744251518072,-6.7710155722351,0,-16.3898781040033,-17.2652957719071,0,0,2.9186633677554,"inpatient ward l"
"ct_resultXage.36",-30.2946578947368,233.603941578947,-60.8550526315789,2392.64111842105,0,58.2598057224658,145.244119401412,5.71436729982797,415.057620738903,19167.3999657158,43717.3698118421,-1129.65566368421,-30.2946578947368,-27.2651921052632,0,51.5220219990378,24.428767725278,-2504.87342684211,107879.093876368,0,2210.53028132777,6347.61366580183,140.921486842105,0,44.7251361931346,60.9511476151719,0,584.577097396995,593.762929573956,0,0,-14.6755840462787,"inpatient ward l"
"ct_resultXdrive_thru_ind_factor1.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"ct_resultXstd_ct_result.36",-7.24951449426493,57.4083434873162,-5.11730434889289,47.9747282708708,0,14.3173908617004,2.91228262674973,1.40787125879746,10.4603061303697,4699.16015908847,777.766294727358,-268.819808754606,-7.24951449426493,-6.52456304483843,0,12.7050385805842,5.84580642292718,-172.870352212864,2210.53028132777,0,540.435583585654,84.7602301546067,2.77187318898365,0,13.1792598397361,4.57429594325688,0,23.5556301064463,5.90738789965615,0,0,-10.8974290602343,"inpatient ward l"
"ct_resultXstd_age.36",-1.17949681688134,8.92352082022696,-3.22862891615958,140.879611045858,0,2.22548723207697,8.55202850541681,0.217879509928185,24.2442437173021,733.463049352729,2583.08433553876,-44.1538359394334,-1.17949681688134,-1.06154713519321,0,1.96315733608567,0.951113357094716,-136.364780406954,6347.61366580183,0,84.7602301546067,377.645604279044,8.30239896145469,0,1.50741332492556,3.28386258960133,0,33.3357349895504,35.506665316393,0,0,0.107471350540488,"inpatient ward l"
"gendermaleXage.36",-0.0380116959064327,0.292880116959064,0.828070175438597,3.12573099415205,0,0.0730430257241254,0.189745984985377,0.00716382339323588,0.843209301568566,24.0327788011696,28.6881286549708,-1.41764619883041,-0.0380116959064327,-0.0342105263157895,0,0.0645889086032731,0.0306515720814088,37.5560380116959,140.921486842105,0,2.77187318898365,8.30239896145469,10.440350877193,0,0.257212715618384,-0.0791971078519902,0,0.76092727716641,-0.94977479175987,0,0,-0.0166987758007914,"inpatient ward l"
"gendermaleXdrive_thru_ind_factor1.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"gendermaleXstd_ct_result.36",-0.175428004901524,1.40255018214497,-0.0802220599405708,0.965840911760092,0,0.349789907548113,0.0586309044137079,0.034426593216559,0.227644985965385,114.708766636183,14.8069129218264,-6.4917100384236,-0.175428004901524,-0.157885204411371,0,0.310773261109459,0.141460253459168,-2.20744251518072,44.7251361931346,0,13.1792598397361,1.50741332492556,0.257212715618384,0,0.331947854615693,0.0846856634838244,0,0.529621963588736,0.0672514677430914,0,0,-0.269020831296685,"inpatient ward l"
"gendermaleXstd_age.36",-0.0627289686527342,0.483326703469317,-0.161207606126765,1.34480341293443,0,0.120539575035749,0.0816356393676684,0.011822131119174,0.237007592050777,39.6601991073368,23.7629155300346,-2.33947688590372,-0.0627289686527342,-0.0564560717874608,0,0.106588131007419,0.0505828918810836,-6.7710155722351,60.9511476151719,0,4.57429594325688,3.28386258960133,-0.0791971078519902,0,0.0846856634838244,0.133993124840052,0,0.407581074505603,0.284632205569513,0,0,-0.0790433087704527,"inpatient ward l"
"ageXdrive_thru_ind_factor1.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"ageXstd_ct_result.36",-0.318253303026923,2.49793136376329,-0.419729099283702,12.9406435371024,0,0.62297320403612,0.785555493702444,0.0612074929599545,2.29454763487266,204.630131199546,234.149261757252,-11.8234672724482,-0.318253303026923,-0.28642797272423,0,0.552191024137844,0.256630592907204,-16.3898781040033,584.577097396995,0,23.5556301064463,33.3357349895504,0.76092727716641,0,0.529621963588736,0.407581074505603,0,3.43878256824769,3.07194324593132,0,0,-0.327634156346662,"inpatient ward l"
"ageXstd_age.36",-0.081010139040814,0.624183121309472,-0.397543975404813,13.1822481058839,0,0.155668552238201,0.800221981946694,0.0152674674284044,1.82283997672829,51.2184133276306,276.140612772923,-3.02127313552716,-0.081010139040814,-0.0729091251367326,0,0.137651223963415,0.0653243181321528,-17.2652957719071,593.762929573956,0,5.90738789965615,35.506665316393,-0.94977479175987,0,0.0672514677430914,0.284632205569513,0,3.07194324593132,5.41298482703831,0,0,0.0524492386034976,"inpatient ward l"
"drive_thru_ind_factor1Xstd_ct_result.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"drive_thru_ind_factor1Xstd_age.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward l"
"std_ct_resultXstd_age.36",0.145163426707879,-1.15951032357261,0.0906260820295113,-0.302933883445853,0,-0.289176825219382,-0.0183894545651623,-0.0284585587895317,-0.0980424707104225,-94.8392721372123,-3.43267233746463,5.37284387828193,0.145163426707879,0.130647084037091,0,-0.256891272528612,-0.117055741166441,2.9186633677554,-14.6755840462787,0,-10.8974290602343,0.107471350540488,-0.0166987758007914,0,-0.269020831296685,-0.0790433087704527,0,-0.327634156346662,0.0524492386034976,0,0,0.229094164102493,"inpatient ward l"
"resultpositive.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward m"
"ct_result.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward m"
"gendermale.37",0,0,0.255516840882695,0.106039488966318,0.0104529616724739,0,0.00643707578128244,0,0,0,-0.389814169570267,0,0,0,0,0,0,11.4982578397213,4.77177700348432,0.470383275261324,0,0.28966841015771,1.2137049941928,0.0232288037166086,0.0568290692551527,-0.146324208464319,-0.0603948896631823,0.0235840637408883,-0.11496413669801,0.00232482556043806,-0.0126663072167661,0.00143165915840008,"inpatient ward m"
"age.37",0,0,0.106039488966318,29.1215795586527,0.154703832752613,0,1.76781137213172,0,0,0,422.903286875726,0,0,0,0,0,0,4.77177700348432,1310.47108013937,6.9616724738676,0,79.5515117459273,14.3816144018583,-0.026945412311266,0.0235840637408883,0.781728275147623,2.12078977932636,6.47688135091607,0.598278765131604,0.0344074182944833,-0.00445944212142693,0.393175943119309,"inpatient ward m"
"drive_thru_ind_factor1.37",0,0,0.0104529616724739,0.154703832752613,0.0679442508710801,0,0.00939122118364536,0,0,0,0.744947735191638,0,0,0,0,0,0,0.470383275261324,6.9616724738676,3.05749128919861,0,0.422604953264041,0.0130662020905923,0.0452961672473868,0.00232482556043806,-0.00820688724780534,0.452961672473868,0.0344074182944833,-0.0879792665519546,0.0151113661428474,-0.031003601851218,0.00208868565059026,"inpatient ward m"
"std_ct_result.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward m"
"std_age.37",0,0,0.00643707578128244,1.76781137213172,0.00939122118364536,0,0.107314132502461,0,0,0,25.6721390522464,0,0,0,0,0,0,0.28966841015771,79.5515117459273,0.422604953264041,0,4.82913596261076,0.873028931621407,-0.00163570819414844,0.00143165915840008,0.0474544360459414,0.128741515625649,0.393175943119309,0.0363182224568008,0.00208868565059026,-0.000270708272528417,0.0238675550580981,"inpatient ward m"
"log_ct_result.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward m"
"log_age.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward m"
"ct_result_sq.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"inpatient ward m"
